planet_name,hoststar_name,star_count,planet_count,moon_count,circumbinary_flag,discovery_method,discovery_year,discovery_facility,controversial_flag,orbital_period,orbit_semi_major_axis,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,planet_density,planet_orbital_eccentricity,planet_insolation_flux,planet_equilibrium_temperature,spectral_type,stellar_effective_temperature,stellar_radius,stellar_mass,stellar_metallicity,stellar_metallicity_ratio,stellar_luminosity,stellar_surface_gravity,stellar_age,stellar_density,stellar_rotational_velocity,stellar_rotational_period
K2-158 b,K2-158,1,2,0,0,Transit,2018,K2,0,10.06049000,0.088700,2.640,0.236,7.46000,0.02350,2.230000,,,794,,5503.00,0.95,0.92,0.070,[Fe/H],-0.163,4.45,,1.57526,,
K2-158 c,K2-158,1,2,0,0,Transit,2018,K2,0,5.90279000,0.062200,1.280,0.114,2.18000,0.00687,5.710000,,,948,,5503.00,0.95,0.92,0.070,[Fe/H],-0.163,4.45,,1.57526,,
K2-159 b,K2-159,1,1,0,0,Transit,2018,K2,0,12.42205000,0.101300,2.260,0.202,5.73000,0.01800,2.730000,,,684,,5425.00,0.83,0.90,-0.070,[Fe/H],-0.296,4.56,,2.78420,,
K2-16 b,K2-16,1,3,0,0,Transit,2015,K2,0,7.61880000,0.066700,2.020,0.180,4.74000,0.01490,3.160000,,44.50,658,K3 V,4742.00,0.66,0.68,-0.330,[Fe/H],-0.761,4.51,,2.95996,2.0000,
K2-16 c,K2-16,1,3,0,0,Transit,2015,K2,0,19.07863000,0.122900,2.540,0.227,6.99000,0.02200,2.340000,,13.10,485,K3 V,4742.00,0.66,0.68,-0.330,[Fe/H],-0.761,4.51,,2.95996,2.0000,
K2-160 b,K2-160,1,1,0,0,Transit,2018,K2,0,3.70587100,,3.178,0.284,10.20000,0.03220,1.750000,,,,,5649.00,0.91,0.98,0.070,[Fe/H],-0.137,4.61,,1.93062,,
K2-161 b,K2-161,1,1,0,0,Transit,2018,K2,0,9.28318800,,6.117,0.546,31.10000,0.09780,0.747000,,,,,4972.00,2.57,0.99,-0.030,[Fe/H],0.919,3.63,,,,
K2-162 b,K2-162,1,1,0,0,Transit,2018,K2,0,9.45889000,0.079500,1.440,0.128,2.67000,0.00839,4.910000,,,631,,4842.00,0.69,0.75,-0.170,[Fe/H],-0.657,4.63,,1.97721,,
K2-163 b,K2-163,1,1,0,0,Transit,2018,K2,0,6.67311700,,2.466,0.220,6.65000,0.02090,2.440000,,,,,4937.00,0.76,0.83,0.140,[Fe/H],-0.541,4.71,,2.30261,,
K2-164 b,K2-164,1,1,0,0,Transit,2018,K2,0,17.35506600,,3.249,0.290,10.60000,0.03340,1.700000,,,,,5791.00,2.20,1.18,-0.230,[Fe/H],0.590,3.81,,0.22794,,
K2-165 b,K2-165,1,3,0,0,Transit,2018,K2,0,2.35499200,,1.274,0.114,2.17000,0.00682,5.760000,,,,,5185.00,0.80,0.83,-0.050,[Fe/H],-0.370,4.46,,2.08241,,
K2-165 c,K2-165,1,3,0,0,Transit,2018,K2,0,4.38274500,,1.554,0.139,3.03000,0.00955,4.440000,,,,,5185.00,0.80,0.83,-0.050,[Fe/H],-0.370,4.46,,2.08241,,
K2-165 d,K2-165,1,3,0,0,Transit,2018,K2,0,14.10136100,,2.648,0.236,7.50000,0.02360,2.220000,,37.08,629,,5185.00,0.80,0.83,-0.050,[Fe/H],-0.370,4.46,,2.08241,,
K2-166 b,K2-166,1,2,0,0,Transit,2018,K2,0,8.52695000,0.085800,2.190,0.195,5.43000,0.01710,2.840000,,,1140,,5960.00,1.61,1.16,0.090,[Fe/H],0.458,4.09,,0.42293,,
K2-167 b,K2-167,1,1,0,0,Transit,2018,K2,0,9.97857000,0.099900,2.264,0.202,5.75000,0.01810,2.720000,0.410000,229.00,1131,F7 V,6141.00,1.46,1.34,0.425,[Fe/H],0.436,4.24,2.100,0.60600,,
K2-168 b,K2-168,1,2,0,0,Transit,2018,K2,0,15.85230000,,1.860,0.166,4.12000,0.01300,3.520000,,,766,,5502.70,0.83,0.88,-0.130,[Fe/H],-0.176,4.46,,1.27040,,
K2-169 b,K2-169,1,1,0,0,Transit,2018,K2,0,6.38080300,,1.273,0.114,2.16000,0.00681,5.750000,,,,,5548.00,0.92,0.99,0.260,[Fe/H],-0.161,4.56,,1.49832,,
K2-17 b,K2-17,1,1,0,0,Transit,2015,K2,0,17.96753000,0.119000,2.230,0.199,5.60000,0.01760,2.770000,0.180000,4.91,487,K7,4320.00,0.66,0.71,0.150,[Fe/H],-0.997,4.80,,2.41242,,
K2-170 b,K2-170,1,2,0,0,Transit,2018,K2,0,7.57654400,,1.418,0.127,2.60000,0.00817,5.010000,,,,,5748.00,0.98,0.96,-0.110,[Fe/H],0.072,4.34,,1.26996,,
K2-170 c,K2-170,1,2,0,0,Transit,2018,K2,0,12.40004700,,1.802,0.161,3.90000,0.01230,3.660000,,,,,5748.00,0.98,0.96,-0.110,[Fe/H],0.072,4.34,,1.26996,,
K2-171 b,K2-171,1,1,0,0,Transit,2018,K2,0,5.62846600,,2.687,0.240,7.69000,0.02420,2.180000,,,,,5250.00,1.72,0.89,-0.090,[Fe/H],0.516,3.95,,,,
K2-172 b,K2-172,1,2,0,0,Transit,2018,K2,0,14.31694100,,1.666,0.149,3.42000,0.01070,4.060000,,,,,5569.00,0.87,0.93,-0.060,[Fe/H],-0.232,4.61,,2.18110,,
K2-172 c,K2-172,1,2,0,0,Transit,2018,K2,0,29.62682000,,3.206,0.286,10.40000,0.03260,1.730000,,,,,5569.00,0.87,0.93,-0.060,[Fe/H],-0.202,4.61,,2.18110,,
K2-173 b,K2-173,1,1,0,0,Transit,2018,K2,0,5.86869900,,1.608,0.143,3.22000,0.01010,4.250000,,,,,5580.00,0.84,0.88,-0.250,[Fe/H],-0.060,4.52,,1.38095,,
K2-174 b,K2-174,1,1,0,0,Transit,2018,K2,0,19.56230700,0.126000,2.600,0.232,7.27000,0.02290,2.270000,,95.77,455,,4455.00,0.68,0.70,0.113,[Fe/H],-0.773,4.62,,3.21000,,
K2-175 b,K2-175,1,1,0,0,Transit,2018,K2,0,9.52598800,,2.038,0.182,4.81000,0.01510,3.120000,,,,,5909.00,1.42,1.09,0.050,[Fe/H],0.419,4.11,,0.32560,,
K2-176 b,K2-176,1,1,0,0,Transit,2018,K2,0,5.32943900,,1.491,0.133,2.83000,0.00890,4.690000,,,,,5428.00,0.86,0.94,0.150,[Fe/H],-0.348,4.63,,1.28310,,
K2-177 b,K2-177,1,1,0,0,Transit,2018,K2,0,14.15518500,,2.116,0.189,5.13000,0.01610,2.970000,,,,,6063.00,1.21,1.21,0.410,[Fe/H],0.342,4.38,,0.33260,,
K2-178 b,K2-178,1,1,0,0,Transit,2018,K2,0,8.74781800,,3.558,0.317,12.40000,0.03900,1.510000,,,,,5525.00,0.89,0.95,0.090,[Fe/H],-0.284,4.55,,2.14054,,
K2-179 b,K2-179,1,1,0,0,Transit,2018,K2,0,5.17219100,,2.513,0.224,6.86000,0.02160,2.380000,,,,,5015.00,0.77,0.82,0.030,[Fe/H],-0.523,4.63,,3.34951,,
K2-18 b,K2-18,1,2,0,0,Transit,2015,K2,0,32.93962300,0.142900,2.370,0.211,8.92000,0.02807,4.110000,0.200000,1.01,284,M2.5 V,3457.00,0.41,0.36,0.120,[Fe/H],-1.597,4.79,,7.07318,,39.63
K2-18 c,K2-18,1,2,0,0,Radial Velocity,2017,La Silla Observatory,1,8.96200000,0.060000,2.650,0.236,7.51000,0.02363,2.220000,0.470000,,363,M2.5 V,3457.00,0.41,0.36,0.090,[Fe/H],-1.597,4.79,,7.07318,,38.60
K2-180 b,K2-180,1,1,0,0,Transit,2018,K2,0,8.86565110,0.073400,2.520,0.225,11.44182,0.03600,5.600000,0.000000,67.00,802,K2 V,5306.00,0.72,0.72,-0.500,[Fe/H],-0.439,4.57,9.500,3.03900,2.1000,15.70
K2-181 b,K2-181,1,1,0,0,Transit,2018,K2,0,6.89425600,0.070600,2.840,0.253,8.45000,0.02660,2.030000,,,962,,5608.00,1.07,0.99,0.230,[Fe/H],-0.013,4.38,,2.63900,,
K2-182 b,K2-182,1,1,0,0,Transit,2018,K2,0,4.73696830,0.052600,2.690,0.240,20.00000,0.06293,5.600000,0.040000,146.90,969,,5170.00,0.79,0.86,0.120,[Fe/H],-0.408,4.61,2.070,2.25600,,
K2-183 b,K2-183,1,3,0,0,Transit,2018,K2,0,0.46928500,,1.100,0.098,1.37000,0.00430,5.660000,,,,,5482.00,0.87,0.94,0.090,[Fe/H],-0.138,4.60,,1.47406,,
K2-183 c,K2-183,1,3,0,0,Transit,2018,K2,0,10.78799200,0.093200,2.300,0.205,5.90000,0.01860,2.660000,,,787,,5482.00,0.87,0.94,0.090,[Fe/H],-0.132,4.60,,1.47406,,
K2-183 d,K2-183,1,3,0,0,Transit,2018,K2,0,22.62034400,0.152700,2.300,0.205,5.90000,0.01860,2.660000,,,615,,5482.00,0.87,0.94,0.090,[Fe/H],-0.138,4.60,,1.47406,,
K2-184 b,K2-184,1,1,0,0,Transit,2018,K2,0,16.97801020,0.168500,1.470,0.131,2.76000,0.00869,4.770000,,,533,,5245.00,0.75,0.84,-0.100,[Fe/H],-0.399,4.62,,2.77926,,
K2-185 b,K2-185,1,2,0,0,Transit,2018,K2,0,10.61638400,,1.150,0.103,1.60000,0.00505,5.780000,,,809,,5788.00,0.94,0.96,-0.100,[Fe/H],-0.090,4.48,,2.10670,,17.35
K2-185 c,K2-185,1,2,0,0,Transit,2018,K2,0,52.71349400,,2.390,0.213,6.30000,0.01980,2.540000,,,477,,5788.00,0.94,0.96,-0.100,[Fe/H],-0.090,4.48,,2.10670,,17.35
K2-186 b,K2-186,1,1,0,0,Transit,2018,K2,0,41.47421900,,3.172,0.283,10.20000,0.03210,1.760000,,,,,5784.00,0.98,1.02,0.060,[Fe/H],0.050,4.45,,1.18284,,
K2-187 b,K2-187,1,4,0,0,Transit,2018,K2,0,0.77401000,0.016400,1.200,0.107,1.87000,0.00588,5.950000,,,1815,,5438.00,0.83,0.97,0.000,[Fe/H],-0.210,4.60,,1.68230,,
K2-187 c,K2-187,1,4,0,0,Transit,2018,K2,0,2.87151200,0.039200,1.400,0.125,2.54000,0.00800,5.090000,,,1173,,5438.00,0.83,0.97,0.000,[Fe/H],-0.210,4.60,,1.68230,,
K2-187 d,K2-187,1,4,0,0,Transit,2018,K2,0,7.14958400,0.072000,2.400,0.214,6.35000,0.02000,2.520000,,,865,,5438.00,0.83,0.97,0.000,[Fe/H],-0.196,4.60,,1.68230,,
K2-187 e,K2-187,1,4,0,0,Transit,2018,K2,0,13.60662900,0.110600,1.900,0.170,4.27000,0.01340,3.420000,,,698,,5438.00,0.83,0.97,0.000,[Fe/H],-0.210,4.60,,1.68230,,
K2-188 b,K2-188,1,2,0,0,Transit,2018,K2,0,1.74216900,0.028900,1.350,0.120,2.39000,0.00752,5.340000,,,1692,,5977.00,1.19,1.06,-0.010,[Fe/H],0.184,4.31,,0.83646,,
K2-188 c,K2-188,1,2,0,0,Transit,2018,K2,0,7.81025300,0.078500,2.830,0.252,8.40000,0.02640,2.040000,,230.63,1026,,5977.00,1.19,1.06,-0.010,[Fe/H],0.211,4.31,,0.83646,,
K2-189 b,K2-189,1,2,0,0,Transit,2018,K2,0,2.58830900,0.036100,1.520,0.136,2.92000,0.00920,4.570000,,,1197,,5519.00,0.87,0.94,0.000,[Fe/H],-0.239,4.53,,2.07235,,
K2-189 c,K2-189,1,2,0,0,Transit,2018,K2,0,6.67919500,0.068000,2.500,0.223,6.80000,0.02140,2.390000,,,872,,5519.00,0.87,0.94,0.000,[Fe/H],-0.219,4.53,,2.07235,,
K2-19 b,K2-19,1,3,0,0,Transit,2015,K2,0,7.92220000,0.074000,7.000,0.624,32.40000,0.10194,0.334000,0.200000,87.70,854,G9 V,5322.00,0.82,0.88,0.060,[Fe/H],-0.292,4.51,8.000,1.76000,3.0000,20.54
K2-19 c,K2-19,1,3,0,0,Transit,2015,K2,0,11.89930000,0.097100,4.100,0.366,10.80000,0.03398,0.940000,0.210000,48.80,745,G9 V,5322.00,0.82,0.88,0.060,[Fe/H],-0.305,4.51,8.000,1.76000,3.0000,20.54
K2-19 d,K2-19,1,3,0,0,Transit,2016,K2,0,2.50810000,0.034400,1.110,0.099,10.00000,0.03146,51.400000,0.000000,583.50,1252,G9 V,5322.00,0.82,0.88,0.060,[Fe/H],-0.305,4.51,8.000,1.76000,2.0000,20.40
K2-190 b,K2-190,1,2,0,0,Transit,2018,K2,0,10.09885800,,1.357,0.121,2.41000,0.00758,5.300000,,,,,5631.00,0.91,0.90,-0.190,[Fe/H],-0.068,4.38,,1.48160,,
K2-190 c,K2-190,1,2,0,0,Transit,2018,K2,0,21.57402300,,1.093,0.098,1.34000,0.00421,5.640000,,,,,5631.00,0.91,0.90,-0.190,[Fe/H],-0.086,4.38,,1.48160,,
K2-191 b,K2-191,1,1,0,0,Transit,2018,K2,0,2.85864600,,1.579,0.141,3.12000,0.00981,4.360000,,,,,5176.00,0.84,0.90,0.310,[Fe/H],-0.345,4.57,,1.65547,,
K2-192 b,K2-192,1,1,0,0,Transit,2018,K2,0,4.16281700,0.049000,1.520,0.136,2.92000,0.00920,4.570000,,,939,,5222.00,0.81,0.90,0.150,[Fe/H],-0.360,4.57,,5.97500,,
K2-193 b,K2-193,1,1,0,0,Transit,2018,K2,0,14.78688900,0.118400,3.950,0.352,14.80000,0.04650,1.320000,,,739,,5817.00,0.98,1.01,0.000,[Fe/H],-0.076,4.46,,1.53200,,
K2-194 b,K2-194,1,1,0,0,Transit,2018,K2,0,39.72138600,,3.642,0.325,12.90000,0.04050,1.470000,,,,,5979.00,1.28,1.11,0.100,[Fe/H],0.363,4.21,,0.75033,,
K2-195 b,K2-195,1,2,0,0,Transit,2018,K2,0,15.85297500,0.120800,3.130,0.279,9.96000,0.03130,1.780000,,,720,,5713.00,0.99,0.94,-0.100,[Fe/H],-0.012,4.42,,1.09000,,
K2-195 c,K2-195,1,2,0,0,Transit,2018,K2,0,28.48278600,,2.576,0.230,7.16000,0.02250,2.300000,,,,,5712.00,0.91,0.96,-0.090,[Fe/H],-0.053,4.55,,1.48050,,
K2-196 b,K2-196,1,1,0,0,Transit,2018,K2,0,48.32422200,,3.600,0.321,12.60000,0.03970,1.480000,,,,,6045.00,1.54,1.16,0.010,[Fe/H],0.644,4.08,,0.19854,,
K2-197 b,K2-197,1,1,0,0,Transit,2018,K2,0,8.35788100,0.080600,2.560,0.228,7.08000,0.02230,2.320000,,,848,,5667.00,0.93,1.00,0.080,[Fe/H],-0.114,4.50,,1.16000,,
K2-198 b,K2-198,1,3,0,0,Transit,2018,K2,0,17.04286830,,4.189,0.374,16.30000,0.05140,1.220000,,,716,,5212.90,0.76,0.80,0.094,[M/H],-0.401,4.60,,2.59636,,
K2-198 c,K2-198,1,3,0,0,Transit,2019,K2,0,3.35960550,,1.423,0.127,2.61000,0.00822,4.980000,,,1230,,5212.90,0.76,0.80,0.094,[M/H],-0.401,4.60,,2.59636,,
K2-198 d,K2-198,1,3,0,0,Transit,2019,K2,0,7.45001770,,2.438,0.218,6.52000,0.02050,2.470000,,,943,,5212.90,0.76,0.80,0.094,[M/H],-0.401,4.60,,2.59636,,
K2-199 b,K2-199,1,2,0,0,Transit,2018,K2,0,3.22539930,0.038200,1.730,0.154,6.90000,0.02171,7.200000,0.020000,116.20,913,,4491.00,0.68,0.71,-0.010,[Fe/H],-0.733,4.64,5.040,2.92839,,
K2-199 c,K2-199,1,2,0,0,Transit,2018,K2,0,7.37448970,0.066200,2.850,0.254,12.40000,0.03901,2.900000,0.030000,38.60,694,,4491.00,0.68,0.71,-0.010,[Fe/H],-0.733,4.64,5.040,2.92839,,
K2-200 b,K2-200,1,1,0,0,Transit,2018,K2,0,2.84988300,,1.364,0.122,2.43000,0.00766,5.260000,,,,,5233.00,0.79,0.86,-0.040,[Fe/H],-0.429,4.71,,2.23187,,
K2-201 b,K2-201,1,2,0,0,Transit,2018,K2,0,1.05979000,,1.400,0.125,2.54000,0.00800,5.090000,,,,,5507.00,0.88,0.96,0.130,[Fe/H],-0.276,4.68,,1.87336,,
K2-201 c,K2-201,1,2,0,0,Transit,2018,K2,0,22.77987800,,3.286,0.293,10.80000,0.03400,1.670000,,,,,5507.00,0.88,0.96,0.130,[Fe/H],-0.276,4.68,,1.87336,,
K2-202 b,K2-202,1,1,0,0,Transit,2018,K2,0,3.40516400,,2.302,0.205,5.91000,0.01860,2.660000,,,,,5491.00,0.91,0.97,0.270,[Fe/H],-0.335,4.55,,1.75012,,
K2-203 b,K2-203,1,1,0,0,Transit,2018,K2,0,9.69510100,,1.371,0.122,2.45000,0.00772,5.230000,,,,,5000.00,0.76,0.79,-0.070,[Fe/H],-0.485,4.43,,2.65477,,
K2-204 b,K2-204,1,1,0,0,Transit,2018,K2,0,7.05578400,,3.046,0.272,9.51000,0.02990,1.850000,,,,,5755.00,1.18,1.01,0.070,[Fe/H],0.253,4.23,,0.70142,,
K2-205 b,K2-205,1,1,0,0,Transit,2018,K2,0,26.67226300,,1.996,0.178,4.64000,0.01460,3.210000,,,,,5890.00,1.08,0.95,-0.260,[Fe/H],0.194,4.25,,0.75459,,
K2-206 b,K2-206,1,1,0,0,Transit,2018,K2,0,18.29454900,,2.795,0.249,8.22000,0.02590,2.070000,,,,,5043.00,0.76,0.79,-0.140,[Fe/H],-0.435,4.46,,2.39350,,
K2-207 b,K2-207,1,1,0,0,Transit,2018,K2,0,12.48749000,,2.606,0.232,7.30000,0.02300,2.270000,,,,,5522.00,0.93,0.94,0.110,[Fe/H],-0.173,4.41,,1.85898,,
K2-208 b,K2-208,1,1,0,0,Transit,2018,K2,0,4.19094800,,1.679,0.150,3.46000,0.01090,4.020000,,,,,5582.00,0.86,0.93,-0.110,[Fe/H],-0.214,4.62,,2.17698,,
K2-209 b,K2-209,1,1,0,0,Transit,2018,K2,0,2.08061500,,0.869,0.077,0.58600,0.00184,4.920000,,,,,4720.00,0.71,0.74,-0.060,[Fe/H],-0.588,4.46,,2.25118,,
K2-21 b,K2-21,1,2,0,0,Transit,2015,K2,0,9.32503800,0.076000,1.840,0.164,4.04000,0.01270,2.700000,0.100000,10.00,500,M0.0,4222.06,0.65,0.68,-0.110,[Fe/H],-1.026,4.83,1.000,3.16760,,
K2-21 c,K2-21,1,2,0,0,Transit,2015,K2,0,15.50192000,0.107000,2.490,0.222,6.76000,0.02130,5.400000,0.210000,5.10,420,M0.0,4222.06,0.65,0.68,-0.110,[Fe/H],-0.985,4.83,1.000,3.16760,,
K2-210 b,K2-210,1,1,0,0,Transit,2018,K2,0,0.57023000,,0.860,0.077,0.56600,0.00178,4.890000,,,,,5500.00,0.89,0.91,0.000,[Fe/H],-0.249,4.60,,1.94223,,
K2-211 b,K2-211,1,1,0,0,Transit,2018,K2,0,0.66953200,,1.300,0.116,2.24000,0.00705,5.600000,,,,,5360.00,0.79,0.88,-0.040,[Fe/H],-0.386,4.70,,2.38468,,
K2-212 b,K2-212,1,1,0,0,Transit,2018,K2,0,9.79564700,0.078500,2.650,0.236,7.51000,0.02360,2.220000,,60.65,542,,4349.00,0.68,0.62,0.030,[Fe/H],-0.910,4.72,,4.44500,,
K2-213 b,K2-213,1,1,0,0,Transit,2018,K2,0,8.13087000,,1.514,0.135,2.90000,0.00913,4.590000,,,,,5794.00,1.20,1.07,0.250,[Fe/H],0.247,4.25,,0.64207,,
K2-214 b,K2-214,1,1,0,0,Transit,2018,K2,0,8.59680200,0.083400,2.430,0.217,6.48000,0.02040,2.480000,,,1006,,5854.00,1.27,1.05,0.050,[Fe/H],0.196,4.25,,1.08000,,
K2-215 b,K2-215,1,1,0,0,Transit,2018,K2,0,8.26964800,,2.124,0.189,5.16000,0.01620,2.960000,,,,,5704.00,0.97,1.00,0.110,[Fe/H],-0.026,4.41,,1.34077,,
K2-216 b,K2-216,1,1,0,0,Transit,2018,K2,0,2.17480000,0.028000,1.750,0.156,8.00000,0.02517,8.200000,0.000000,248.00,1103,K5 V,4503.00,0.72,0.70,0.000,[Fe/H],-0.721,4.57,,2.30000,1.8000,
K2-217 b,K2-217,1,1,0,0,Transit,2018,K2,0,14.07452400,,3.579,0.319,12.50000,0.03930,1.500000,,,,,5967.00,1.33,1.10,0.040,[Fe/H],0.232,4.17,,0.77473,,
K2-218 b,K2-218,1,1,0,0,Transit,2018,K2,0,8.67988500,,2.569,0.229,7.13000,0.02240,2.310000,,,,,5757.00,1.01,1.05,0.250,[Fe/H],-0.003,4.45,,1.21277,,
K2-219 b,K2-219,1,3,0,0,Transit,2018,K2,0,3.90128700,,1.348,0.120,2.38000,0.00750,5.340000,,,,,5753.00,1.19,1.02,0.130,[Fe/H],0.151,4.23,,0.72546,,
K2-219 c,K2-219,1,3,0,0,Transit,2018,K2,0,6.66767000,,1.438,0.128,2.66000,0.00837,4.910000,,,,,5753.00,1.19,1.02,0.130,[Fe/H],0.151,4.23,,0.72546,,
K2-219 d,K2-219,1,3,0,0,Transit,2018,K2,0,11.13727800,,2.576,0.230,7.16000,0.02250,2.300000,,,,,5753.00,1.19,1.02,0.130,[Fe/H],0.151,4.23,,0.72546,,
K2-22 b,K2-22,2,1,0,0,Transit,2015,K2,0,0.38107300,0.009000,2.300,0.205,444.96200,1.40000,,0.190000,114.00,2100,M0 V,3879.00,0.58,0.60,0.032,[Fe/H],-1.074,4.70,,3.65548,,
K2-220 b,K2-220,1,1,0,0,Transit,2018,K2,0,13.68325600,0.110400,2.390,0.213,6.30000,0.01980,2.540000,,,758,,5660.00,1.02,0.96,0.040,[Fe/H],-0.061,4.40,,3.06100,,
K2-221 b,K2-221,1,1,0,0,Transit,2018,K2,0,2.39909400,,1.679,0.150,3.46000,0.01090,4.020000,,,,,5716.00,0.95,1.01,0.130,[Fe/H],-0.064,4.57,,1.28588,,
K2-222 b,K2-222,1,1,0,0,Transit,2018,K2,0,15.38706300,0.121100,2.390,0.213,6.30000,0.01980,2.540000,,87.06,801,,6058.00,1.09,1.00,-0.210,[Fe/H],0.139,4.37,,1.25000,,
K2-223 b,K2-223,1,2,0,0,Transit,2018,K2,0,0.50557000,0.012700,0.890,0.079,0.64000,0.00201,4.990000,,,2271,,5859.00,1.00,1.06,0.190,[Fe/H],-0.035,4.50,,1.55082,,
K2-223 c,K2-223,1,2,0,0,Transit,2018,K2,0,4.56254600,0.054900,1.500,0.134,2.86000,0.00899,4.660000,,,1091,,5859.00,1.00,1.06,0.190,[Fe/H],-0.035,4.50,,1.55082,,
K2-224 b,K2-224,1,2,0,0,Transit,2018,K2,0,4.47904000,0.051600,1.560,0.139,3.05000,0.00961,4.410000,,,1002,,5620.00,0.84,0.91,-0.190,[Fe/H],-0.241,4.55,,2.73527,,
K2-224 c,K2-224,1,2,0,0,Transit,2018,K2,0,10.09489000,0.088600,2.410,0.215,6.39000,0.02010,2.510000,,,764,,5620.00,0.84,0.91,-0.190,[Fe/H],-0.241,4.55,,2.73527,,
K2-225 b,K2-225,1,1,0,0,Transit,2018,K2,0,15.87209000,0.134000,3.490,0.311,12.00000,0.03770,1.550000,,,902,,5742.00,1.70,1.27,0.380,[Fe/H],0.395,4.08,,0.21992,,
K2-226 b,K2-226,1,1,0,0,Transit,2018,K2,0,3.27108000,0.041300,1.540,0.137,2.99000,0.00940,4.500000,,,1120,,5424.00,0.91,0.88,-0.030,[Fe/H],-0.276,4.47,,1.72343,,
K2-227 b,K2-227,1,1,0,0,Transit,2018,K2,0,13.62183200,,1.666,0.149,3.41000,0.01070,4.060000,,,,,5673.00,0.89,0.95,-0.100,[Fe/H],-0.167,4.58,,1.66362,,
K2-228 b,K2-228,1,1,0,0,Transit,2018,K2,0,2.69828000,0.033800,1.210,0.108,1.92000,0.00606,5.960000,,,914,,4715.00,0.65,0.71,-0.250,[Fe/H],-0.849,4.66,,4.35191,,
K2-229 b,K2-229,1,2,0,0,Transit,2018,K2,0,0.58421600,0.013100,1.000,0.089,2.49000,0.00783,8.900000,0.000000,,1818,G9,5315.00,0.79,0.87,-0.090,[Fe/H],-0.389,4.60,5.400,2.38000,2.4600,18.10
K2-229 c,K2-229,1,2,0,0,Transit,2018,K2,0,8.32727000,0.076900,2.030,0.181,21.30000,0.06702,12.800000,0.000000,,750,G9,5315.00,0.79,0.87,-0.090,[Fe/H],-0.389,4.59,5.400,2.38000,2.4600,18.10
K2-230 b,K2-230,1,1,0,0,Transit,2018,K2,0,2.86041000,0.040900,1.960,0.175,4.50000,0.01420,3.280000,,,1529,,5945.00,1.39,1.11,0.100,[Fe/H],0.317,4.20,,0.64706,5.2000,
K2-231 b,K2-231,1,1,0,0,Transit,2018,K2,0,13.84190100,,2.500,0.223,6.80000,0.02140,2.390000,,,,,5695.00,0.95,1.01,0.140,[Fe/H],-0.112,4.48,3.000,1.21128,2.0000,
K2-232 b,K2-232,1,1,0,0,Transit,2018,K2,0,11.16845400,0.103560,11.209,1.000,126.49634,0.39800,0.405000,0.258000,312.16,1030,,6154.00,1.16,1.19,0.100,[Fe/H],0.238,4.38,1.430,0.78200,4.1600,
K2-233 b,K2-233,1,3,0,0,Transit,2018,K2,0,2.46750000,0.033080,1.343,0.120,11.26000,0.03543,26.260000,0.079000,273.00,1121,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,9.75
K2-233 c,K2-233,1,3,0,0,Transit,2018,K2,0,7.06005000,0.066660,1.281,0.114,12.81000,0.04030,33.910000,0.200200,67.10,790,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,9.75
K2-233 d,K2-233,1,3,0,0,Transit,2018,K2,0,24.36450000,0.152240,2.358,0.210,21.14000,0.06651,8.850000,0.199900,12.90,523,K3,5033.00,0.71,0.79,-0.090,[Fe/H],-0.523,4.64,0.360,3.17211,4.5000,9.75
K2-237 b,K2-237,1,1,0,0,Transit,2018,K2,0,2.18053539,0.035580,16.197,1.445,433.20012,1.36300,0.562000,0.042000,1860.00,1828,F9 V,6360.00,1.26,1.26,0.137,[Fe/H],0.371,4.34,1.020,0.88800,11.7600,5.07
K2-238 b,K2-238,1,1,0,0,Transit,2018,K2,0,3.20466000,0.046000,14.572,1.300,273.33380,0.86000,0.560000,0.000000,552.64,1587,G2 V,5630.00,1.59,1.19,0.340,[Fe/H],0.360,4.11,5.630,0.07750,3.7800,
K2-239 b,K2-239,1,3,0,0,Transit,2018,K2,0,5.24000000,0.044100,1.100,0.098,1.37000,0.00430,5.660000,,,502,M3.0 V,3420.00,0.36,0.40,-0.100,[Fe/H],-1.796,4.90,,19.15052,,
K2-239 c,K2-239,1,3,0,0,Transit,2018,K2,0,7.77500000,0.057600,1.000,0.089,0.97200,0.00306,5.340000,,,427,M3.0 V,3420.00,0.36,0.40,-0.100,[Fe/H],-1.796,4.90,,19.15052,,
K2-239 d,K2-239,1,3,0,0,Transit,2018,K2,0,10.11500000,0.068500,1.100,0.098,1.37000,0.00430,5.660000,,,399,M3.0 V,3420.00,0.36,0.40,-0.100,[Fe/H],-1.796,4.90,,19.15052,,
K2-24 b,K2-24,1,2,0,0,Transit,2016,K2,0,20.88977000,0.154000,5.400,0.482,19.00000,0.05978,0.640000,0.060000,60.10,709,G9 V,5625.00,1.16,1.07,0.340,[Fe/H],0.158,4.29,5.100,0.89000,2.0000,
K2-24 c,K2-24,1,2,0,0,Transit,2016,K2,0,42.33910000,0.247000,7.500,0.669,15.40000,0.04845,0.200000,0.070000,23.40,560,G9 V,5625.00,1.16,1.07,0.340,[Fe/H],0.158,4.29,5.100,0.89000,2.0000,
